text	split	label
مکن خواب بیدارم خدا خلوتی خیالش حافظ غزل	dev	art
استامینیفون سردرد الودگی_هوا فایق نمونه سوال امتحانی نسل اینده	dev	ecology
انسان نباشد فضل احسان فرق ادمی نقش دیوار اوردن دنیا هنر گر دل ار سعدی	dev	art
رفتن دلاری بیتکوین خدمت کریپتو بازای لیکویدی تبریک عرض مینماییم	dev	tech
پسر نوجوان ارومیه مصرف دارو اقدام خودکشی خودکشی ارومیه	dev	social
ارامش قایق زندگیت بسپاری صاحب ساحلارامشاست الابذکرالله تطمین القلوبخدا	dev	religion
بارش باران وقوع سیل امدن اب رودخانه مناطق عشایر نشین شهرستان‌های دشتستان دشتی استان بوشهر سیل محصور نیروهای عملیاتی جمعیت_هلال_احمر اقلام زیستی امدادی بالگرد مناطق صعب‌العبور انتقال	dev	ecology
مارا بخری صاحب الزمان اللهم_عجل_لولیک_الفرج	dev	religion
سرم ضد چروک روشن ویتامین متد میلی لیتر قیمت تومان ساخت کشور ایران مصرف _جوان پوست _مناسب پوست چروک سرم_ضد_چروک_و_روشن_کننده_ویتامین_ث_متد ویتامین_ث پوست های_ویتامین داروخانه کرونا ایران	dev	lifestyle
نامزدهای اسکار قهرمان فرهادی ناکام ماند قدرت سگ نامزد فیلم اسکار	dev	art
ساده فرض تمرین اموزش تلاش تردید بلد ذهن خوشحالی خوشبختی ارامش‌مون فرض ذاتا بلد گیتار بزنی مادرزاد زبان بلد	dev	education
نرگس_محمدی ازادی زندان سکوت اختیار بتوانند کشور خارج مبارزه یزید همسر فرزندان گذشت درس ازادگی بیاموزد زندانی_سیاسی ازاد زندان_انفرادی_شکنجه_است	dev	social
کاسه گرد دسته جنس گالوانیزه قطر ارتفاع سفارشات موجودی کالا شماره تماس حاصل فرمایید رستوران کافه کافی شاپ ظروف_اشپزخانه ظروفپذیرایی ظروف_شیک ظروف_هنری	dev	lifestyle
جالبه گوگل سمتی میره کاربر سایت هدف منتقل اونو صفحات نگهداره سیو میشود	dev	tech
بازاری وابسته کوین خاص اسید شست گذاشت	dev	tech
مطمین‌تر سرمایه‌گذاری توو املاک بگین تو‌و کامنتا فکراتون کردین دیدین بهتری نداره سرمایه‌گذاری املاک تماس بگیرین بانک املاک	dev	economics
صبح جمعه پاییزی ابانی ابری بارانی بخیر پرانرژی تذکر بره ببینه شیراب اونم اخرش بارندگی روزمره_نویسی بارندگی گرفتگی_معابر اب_در_خیابان سیلاب	dev	ecology
ثانیه‌های چراغ قرمز تاب خدا ارزوی کودک فروشی براورد می‌کند کودکان_کار فقر تلنگر	dev	social
درس درس ازادی قیام ازادی اول_مهر معلمان	dev	education
دوستان عزیزان منتظر موافقید ماه رجب موسم استغفار یار توبه اللهم_عجل_لولیک_الفرج	dev	religion
درا دل خسته دراید تن مرده روان دراید فرقت چشم بست فتح باب وصالت گشاید غمی سپه زنگ ملک دل بگرفت حافظ	dev	art
بیت_کوین خوشنام برندهای دنیاست شرکتی پولی مارکتینگ خرج کرده_باشد	dev	tech
لپ تاپ کانفیگ قدرتمند فروش ‌ویژه روژسا لپتاپ روژسا ایران تهران اصفهان مشهد شیراز کرج گیک طراح نرد برنامه_نویس گیمرها گیم گیمر گیمینگ بازی گیمر_ایرانی لجیون لنوو لیجیون	dev	tech
ماه رنج بزنه ماه ماه ببینیم میکنه ادامه اخبار تاثیراتی میذاره حرکت صعودی ماه اینده براش محتمل تره	dev	tech
دبیر ستاد ملی هماهنگی مدیریت مقابله گرد غبار محیط زیست مطالعات هکتار اراضی غبارخیز کشور محیط_زیست	dev	ecology
وارن_بافت خرید سهام اپل مابین سالهای مبلغ دلار ارزش فروش دلار درصد سود اونم دلار تورم درصد	dev	economics
کلاسای دانشگاه ازاد سامانه_دان سامانه مشکل پشتیبانی تماس میگیری میگه شماره شبکه موجود دانشگاه_ازاد	dev	education
تحلیلگر بازار رمزارزها بیت کوین تلاش شکست تغییر روند	dev	tech
تشخیص صلاح شون ندارن ضرر تن مصلحت تشخیص دلیل منافع دنیوی رضایت حالت جمع اتحاد بخشد امام عج ست السلام علیک یامولف شمل الصلاح والرضا اللهم_عجل_لولیک_الفرج	dev	religion
اکتبر مهر جهانی قهوه قهوه‌نوشان قهوه‌دوستان مبارک مناسبت پذیرای تبریکات تون	dev	lifestyle
هشدار امار گفتگو خانواده‌های ایرانی طبق اخرین پژوهش سطح کشور متوسط گفتگوی زوجین خانواده ایرانی دقیقه امار زنگ خطر نشانه کاهش خانواده ایرانی	dev	social
درصد جمعیت جهان ارزدیجیتال سرمایه	dev	tech
اقای شوماخر اسنپ سفرم صلیب کشیدن چطوریه	dev	transport
بفرما اینقد یارو دعا نویسه مسخره بازار ارزای دیجیتال طلسم بیتکوین ارز_دیجیتال	dev	tech
ازشب سه‌شنبهابان دربسیاری نقاط اذربایجان غربی بارش‌های پاییزی اغازشد نقاط استان مهاباد بارش‌ها منجر سیلاب خسارت خودروها ابگرفتگی منازل ‌و مفقود هموطن شده_است سیل مهاباد	dev	ecology
انجمن متاورس ایران ادرسشو میگن دوره برگزار تومن قیمت خورده حاج اقا مظاهری بنیانگذارش هستن کریپتو متاورس بیت_کوین	dev	tech
توییت عرض نیم ساعت ارزش دوج کوین درصد برد	dev	tech
پاییز قصد سفر قطار داشتین حواستون مسیر ریل قطارتون اینجوری عکس‌ها شهرام خدادادی شیرگاه سوادکوه مازندران	dev	transport
ویزا فروشنده جهان پرداخت بیتکوین کریپتو پذیرند	dev	tech
تحلیلگر تریدر باقی رفقا میتونن برن تیله بازی بیتکوین	dev	tech
وصال شاهی بدنام رند لاابالی حافظ غزل	dev	art
باخت تراکتور پرسپولیس زنوزی مصاحبه چندتا پیروزی پیروزی بگه هواداراشون ذوق !؟ پرسپولیس	dev	sport
تتر صادرکننده بزرگترین استیبل کوین جهان جمعه حساب بلاکچین اتریوم مسدود کرده_است طبق گزارش پلتفرم ادرس‌ها دارایی جزییات لینک	dev	tech
بزرگواری اعتماد نفس اخبار ظرفیت دانشجوی پزشکی نفر اضافه سال !! نفهمیدم مفهوم نمی‌دانند دانشجو پزشکی مرگ شیون بهتری تفکر	dev	education
واکسن اقناعی نزنید حقوقتون قطع بعدم تحصن بازداشتید واکسن عوارض_واکسن	dev	health
خاطر اعتقاداتم مسخره بشم مکه دینی انتخاب کارایی هییتی میرم پایه اساس ؟؟ دین منطق اسلام	dev	religion
رییس مرکز ویروس‌شناسی شهیدبهشتی هفته شناسایی شاهد می‌دهد سویه اومیکرون حالت اوج رسیده_است بینی می‌شوداز هفته اسفند تعداد فوتی‌های کرونا افزایش اواخر اسفندماه اوج مرگ اومیکرون	dev	health
لازمه حرکت جانبه کشور سمت توسعه پیشرفت تفکر_سیستمی همراه ارتقای بهره‌وری نظام مدیریتی دولت بحرانهایی بحران اب زاییده نگرش_سیستمی برنامه منابع کشور زاینده‌رود اصفهان شهرکرد	dev	ecology
بنظرم بازی پرسپولیس بخاطر ذوب اهن بسته بازی نمیکرد مدافعانش دفاعش فضا میداد پرسپولیس_ذوب_اهن جام_حذفی	dev	sport
معاون حمل نقل وزیر وشهرسازی اساس پروتکل بهداشتی افزایش ظرفیت پذیرش مسافر هواپیما شرط خالی ماندن ردیف صندلی انتهایی هواپیما ماسک مسافران طول سفر روشن سیستم تهویه هواپیما زمین بلامانع	dev	transport
خاطرم نگذاشت ساعت بدمهری گر دانستم پاک خاطرم بگذاشتی سعدی	dev	art
باباش میگفت بچه میکردم قهوه شکلات نذاشتم ادامه بده نمی‌دونستم قهوه خدایی میگم زندگی میکردین روتین زندگی قهوه میخوردین نهایت چایی نبات تعزیه‌ها ترکیبی کاکایو اب شکر	dev	lifestyle
فرودگاه‌های المان ماهانه نیم یورو ضرر خبرخوان فرودگاه	dev	transport
مجمع سهامدار اپارتمان متری تومان گزارش ابانماه ثتران امده بخریم رییس مجمع مدیر عامل ثمسکن نمیاد بورس ایران	dev	economics
کرونا نفس‌مان حال‌مان خوشی‌‌مان نگذاشتیم نگذاشتیم جای‌مان نگذاشتیم نگذاشتیم جان‌مان ‌هم زنده کروناست بمیرد	dev	health
برادران عزیزم اقایان سلامی حسینی بای عوض گزارش استدلال ترغیب واکسن کلمه بگید اروپا تعداد تزریق واکسن کانون اصلی کرونا ؟! نه_به_واکسن_اجباری نه_به_قرنطینه_هوشمند	dev	health
نظام بانک‌داری کوچک‌ترین ارزشی قایل سیستم بی‌نظم دردسرافرین سقف برداشت وجه تومن مجبور می‌شه انتقال بده هزینه‌ی انتقال می‌خوره بره فروشگاه‌ها کارت بکشه بازم صاحب فروشگاه مالیات می‌خوره عصاره‌ی مردم‌رو	dev	economics
اکسیر_ارامش پیامبر بندگانم پرسند نزدیکم دعای هردعا صدا پاسخ سوره بقره ایه مددی گر چراغی اتش چاره تیره شب وادی ایمن حافظ قران_بخوانیم اسوده_باشیم	dev	art
پیام فوتبال شستن برچسب اب معدنی بازیافت نیازمند مصرف اب یادمون دور انداختن اونا کاغذها بطری خودمم دوست فعال محیط_زیست یاد گرفتم‌	dev	ecology
جوری زندگی خودکشی همشون تعجب کنن بگن حالش مرگ خودکشی	dev	social
جوان ساله خلخالی قرعه‌کشی تکنولایف خودروی برنده خوشحالم زندگی‌ام بورس فرصت داده_شده_است بازارسرمایه بورس حمایت_ازتولید	dev	economics
رفتی خرید جمله بپرس نیاز پولت بابت چیزهایی ارزش غذایی نده مراقب جیبتون مابه تفاوت نخریدنها جمع روزها کارش لنگ دلی شاد حالتان میشود فقر انصاف	dev	social
باسوادها ؟!! محض رضای خدا احیانا طرفداران واکسن خواهد_ابهامات مربوط سکته بازیکنان فوتبال لیگ ابتلای نفر تیم استقلال تهران کرونا علی رغم تزریق دز واکسن توضیح	dev	health
اتحادی میانه میدانم ارزوست نه_به_واکسن_اجباری	dev	health
سمت بیاد سمت میدوم وعده میترسی ؟!؟ قدم هاتو بردار خدا	dev	religion
دردم امید درمان اخری اخر شبان یلدا سعدی	dev	art
دوز دوممون سینوفارم شدیدگرفتیم کسایی خانوادمون دوز زده سینوفارم خفیفتر یکم اونایی مدرنا زده خفیف بگم دوز سومو بزنید امیکرون اونقدرام میگن خفیف کرونا دوزسوم مدرنا سینوفارم	dev	health
گفته_بودی محو تماشای مات مژه نزنی مژه نزنم دستم نرود ناز چشمان مژه زدنی عشق شعر معشوق	dev	art
امار خروج انکتیا اوبامیانگ تعداد نفر اصلی تیم نفر رسد ارسنال	dev	sport
ذکر رخ زلف دلم وردیست صبح شام حافظ غزل	dev	art
سال‌هاست بخاطر قهوه پیپ خواب پا	dev	lifestyle
ورزش صبحگاهی زنان اصفهان نتافتند احمد عبدالهی‌نژاد دبیر ستاد امر معروف اصفهان اخرین حرکت ضدارزشی خواهد_بود تهدید اشکار مربی ورزش	dev	social
سلام حضرت زندگی مهدی جان خالی امان استان اجابت گره بخورد زمزمه مداوم دعای فرج گره گشا بشود بغض گلوگیر مداوم مهدی جان قرار_عاشقی شب_زیارتی اللهم_عجل_لولیک_الفرج	dev	religion
وضعیت کرونا شبیه سال درگیر ایران گل بلبل	dev	health
رشد برابری قیمت دلار دهه ایران	dev	economics
حواستون انتقاد پوشش سلبریتیا جشنواره مسخرشون کردین جشنواره_فیلم_فجر	dev	art
رابطه ایتمهای محاسبه بیتکوین نمودار شکل شاخص ارایه رابطه مثبت موثر رنج قیمت بیت_کوین میگوید کریپتو اتریوم	dev	tech
تزریق واکسن فرزندتان بیانیه دکتر رابرت مالون واکسیناسیون کووید کودکان	dev	health
خطر نابینایی نجات_انور_حمیدی زندان وعدم رسیدگی دلیل خونریزی ناحیه چشم مسیولین زندان دستور وزارت اطلاعات شرایطی خطر نابینایی اوبسیار جدی مانع رسیدگی پزشکی زندانی_سیاسی اهواز ایران	dev	social
طبق گزارش گلس‌نود بیتکوین ارزش دلار خریداری کرده_است گزارشات بیت‌کوین خریداری	dev	tech
صبح مسیر کار اتفاقی عده دیدم رفتن مدرسه امیکرون بازار امتحانات مدارس حضوری برگزار مهم ارزش جان امیکرون	dev	health
واگذاری سرخابی تکلیف تاج استقلال روشن تاج وقف خلافه قانونه تاج تیم قهرمانی سازمان_خصوصی_سازی	dev	sport
عکس سقوط هواپیما اطراف فرودگاه ازادی نظراباد رییس مرکز فوریت پزشکی البرز ساعتی فروند هواپیمای تک موتوره اطراف فرودگاه هواپیما بیمارستان فرودگاه حادثه البرز	dev	transport
مکن خواب بیدارم خدا خلوتی خیالش حافظ غزل	dev	art
خواهر بهای ازدواج پاکی نجابت جنم خواستگار همسر اینده تست مهریه برادر بهای پاکی نورانیت نجابت دختر شغل پول پدرش	dev	social
دانلود فیلم فیلم فیلم محصول کشور انگلستان ژانر ترسناک درام می‌باشد کارگردانی سال دانلود_فیلم فیلم فیلم_جدید	dev	art
میرم رستوران باکلاس رستوران لاکچری	dev	lifestyle
گزارش درامد شرکت متا فیسبوک سال منتشر بیانگر ضرر دلاری شرکت بازار رمزارزها کاهش مواجه قیمت بیت_کوین دلار	dev	tech
ره نبردیم مقصود اندر شیراز خرم حافظ ره بغداد	dev	art
رنگ هوای زمستان تهران رنگ رنگ ابی اسمانی حفظ هوای_پاک الودگی_هوا	dev	ecology
خانواده مذهبی سنتی صحنه بوسه دوعاشق کودک حذف انوقت کودک دوران کودکی ازدواج اجبار دختران کودک_همسری پارادوکس	dev	social
اتش سوزی ترکیه هواپیما اعزام زاگرس خوزستان زاگرس_در_اتش زاگرس محیط_زیست سپاه	dev	ecology
میدانستید ازای کیلومتر رانندگی میانگین گرم لاستیک تایر خودرو ماشین شکل ذرات معلق ازاد میشود الودگی_هوا هوای_پاک	dev	ecology
هواشناسی وزش شهرها نوار شرقی کشور خراسان رضوی مرکز کشور جنوب سمنان جنوب تهران شمال اصفهان قم مرکزی وزش خیزش گردوخاک پیش‌بینی استان‌های مازندران گیلان گلستان اردبیل اذربایجان شرقی اذربایجان غربی زنجان کردستان قز	dev	ecology
می‌خواستند برانکو پرسپولیس فراری بدهند بازی‌ها دراوردند اقای وزیر ورزش کاری طرفدار تیمی موضوع شخصیه وجودت گند زدن احوالات پرسپولیس موضوع شخصی بما مرتبط جمع بساط کثیفتو	dev	sport
رای اعتماد مجلس وزیر پیشنهادی اموزش_و_پرورش رای فوریت حذف ارز_ترجیحی انتخابات_مجلس اواخر سال اینده احتمال رای مستقل مجلس فاصله دولت	dev	education
حسن رندی وزاهدی کار عنایت رهاکنیم حافظ	dev	art
گل‌‌محمدی سرمربی پرسپولیس نشست خبری بازی فجر سپاسی اظهار شرایط سختی روزی پرداختی بازیکنان مدیرعامل استعفا می‌دهد هفته وعده وعید نشد قرار درصدی پول بازیکنان واریز صدری استعفا	dev	sport
قیمت بیت_کوین پایان هفته محدوده خواهد_بود	dev	tech
کتاب گواردیولا ننوشته_بود فرگوسن وطنی سرمایه اصلی باشگاه پرهوادار هستن ؟! استقلال	dev	sport
امار قربانیان کرونا کشور نفر	dev	health
ناصحم غم هنر عشق حافظ	dev	art
مهدی شیری همون اعتراف گل محمدی نفهمید خودمون هنوزم فینال بازیش پرسپولیس	dev	sport
دردی حسرت دیدار طبیب عاجز امد چاره‌ی درمان ماییم جهانی اللهم_عجل_لولیک_الفرج	dev	religion
شرایط فعلی کار ترید نزدنه اعصاب روانمون لیکویید	dev	tech
قهوه دوست قهوه میتونه قهوه فیلتری کمکس فرنچ پرس اسپرسو	dev	lifestyle
بارش برف شهرهای شمال شمال‌غرب سفیدپوش	dev	ecology
شب پنجم چله زیارت عاشوراست شب پنجم نیابت شهید امیرحسین میرزایی ساعت اللهم_عجل_لولیک_الفرج چله_زیارت_عاشورا	dev	religion
محیط‌زیست‌مون مهربون‌تر چونکه جهانی مهربانیه روز_جهانی_مهربانی محیط_زیست	dev	ecology
مهر جان اب حیات اللهم_عجل_لولیک_الفرج	dev	religion
نفر خط فقر مطلق روزنامه ثروت نفر جمعیت کشور فقر مطلق زندگی اساس مرکز امار سال هزینه خانوارهای ایرانی افزایشی درصدی تومان سال تومان سال رسیده_است ایران	dev	social
گاز کشید اب برق پیوست فقر اعتراضات_سراسری	dev	social
دولت مجلس کوچکترین درکی پتانسیل بازارسرمایه ایجاد جذابیت بازار میتوانستند تورم بازارهای سفته‌بازانه ملک خودرو فروش اموال مازاد دولت بورس کسری_بودجه جبران لابی سوداگران ملک قوی‌تر	dev	economics
محصولات کشاورزی دوبار سال کشت کشاورز نتونه محصول بکاره برداشت درامد نداره !!! اقای وزیر حقوق ندیم عوضش قول میدیم ازتون معذرت خواهی_کنیم دسته ؟؟!! وزیرنیرو محرابیان اصفهان خشکسالی_اصفهان اب	dev	ecology
اندازه‌ای مسافر پاکستانی مریض بیمارستان اسلام_اباد کراچی مریض نداره ماسک اصرار سرماخوردگی ساده	dev	health
قران سوره جمعه ایه مرگی فرار ملاقات خواهد_کرد دانای پنهان اشکار بازگردانده میشوید انگاه انچه خبر میدهد	dev	religion
اسنپ جوابه ؟! اسنپ جواته اسنپ لاته !! دامپینگ میکردن ادم اتوکشیده مودب قیمت ارزون یومدن دنبالت اژانسا ورشکسته ببینین خبر اسنپ انحصار جوابه	dev	transport
امار لیکویید ساعت شورتها لیکویید فاندینگ ریت مجدد منفی موجودی صرافیها حجم تغییر چندانی بیتکوین	dev	tech
دعوا ردیف نشستن افتتاح ببخشید افتضاح متروی تبریز افتضاح اوردین شدین منتقد مترو تبریز	dev	transport
شندید ادعا خالق بیتکوین دروغ والت مال اقا اقا تراکنشی اثبات خالق بیت_کوین انکار کار	dev	tech
ظل ممدود خم زلف کاندران سایه قرار دل شیدا اللهم_عجل_لولیک_الفرج قرار_عاشقی	dev	religion
دلایلی میخواستم دوز بزنم استارازنکا سینوفارم زدم ماه رفتم مسولیت دوز استارازنکا زدم علم اعتماد واکسن	dev	health
محسن صحبت میگه اوه زلزله اومد زلزله بندرعباس	dev	ecology
هفته متخصصین کرونا اومیکرون ضعیف قدرت انتقالش اصلای نگرانی پا زدن اخر کروناست ایران همونا وامصیبتا حضرت زهرا کمک هرچی میتونید دوز بچکنید نمیرید حسیین کمک تف شرف دروغگو	dev	health
محمدحسین مرادمند مدافع ابی‌ها دریافت کارت زرد بازی تبدیل خشن بازیکن لیگ بیست‌ویکم استقلال	dev	sport
نظرم ازدواج مقوله احمقانه‌ای مسیولیتت استرس پدرت میاره حقت نصف اخر عمر بدهکار میشی	dev	social
بابایی‌کارنامی نمایندگان تصویب کلیات بودجه خالی نایب رییس کمیسیون اجتماعی مجلس بودجه تکافوی نیازمندی‌های ایران نخواهد_داد قطع یقین شک ابروی دولت سیزدهم مجلس یازدهم راخواهد برد باعثنارضایتی‌های خواهد_شد_ایلنا	dev	economics
ژیگو غذای گوشتی فرانسوی می‌کنید اشپز خوبی کار اشپزی غذا	dev	lifestyle
ساعت اومدم اسنپ تومن راننده قبول ثانیه لغو ساعت نشد ساعت مجدد زدم مبلغ شده_بود تومن همون راننوه قبول لغو نکرد اینبار لغو دلم نمیخواست ادم	dev	transport
بازی نمی‌بریم بازی نمی‌کنیم می‌بریم حالت هواداران انتقاد بازی می‌خواهند پیروزی نهایت تیمی قهرمان خواهد_شد بلد روزهایی پیروز پرسپولیس	dev	sport
نتنها بحث پزشکی کشور اینطوری هستش متن لینک چرک نویس اموزش ریاضی ایران می‌نویسم دانشگاه_فرهنگیان تافته بافته‌ای معلم مدارس دانشگاه دعوتشون نمی‌کنه دانشگاه فراری هستن	dev	education
مشخصات ایام ظهور اشکار نفاق منافق ظاهر مسلمانن مسلمات اسلام انکار میکنن سوره نمل داستان مکالمه حضرت سلیمان نبی هدهد امده دانستن زبان حیوانات معمولی‌ترین کرامات اهل بیت منافقان نامسلمان راحتی منکر میشن اللهم_عجل_لولیک_الفرج	dev	religion
استخراج بیتکوین زیرساخت انرژی تگزاس تقویت	dev	tech
اشتباه حکومت اعتماد سرمایمون بورس طمع شخصی صدر ذیل حکومت میگفتن بیاین سرمایه نمیشه طمع خودمون سرزنش کلاهی سرمون گذاشتن بدددد ابراهیم_بورس_شکن دولت_انقلابی بورس اتش	dev	economics
مرد نافرمانی مادر نپوشاند اهل خدا پناه اللهم_عجل_لولیک_الفرج	dev	religion
خدایا مارا طاقت مردن شهیدمان خدا	dev	religion
استخدام فرزکار مجموعه نورد تولید قطعات فولادی تهران بازارکار	dev	economics
ناظر بازار خواب مونده خاطر شب یلدا بورس خاندوزی	dev	economics
مترو خط سرویس شخصی مسافرای شهر ری صندلی خورده نامشون از_مترو_بگو پاشو_هموطن	dev	transport
لاغری نیاز دارو امن_بیوتی زیبایی سلامتی لاغری رژیم راهکارخانگی راهکار_خانگی	dev	lifestyle
اینجای کار پیک_ششم_کرونا خانواده‌ی برادرم همسرش پدربزرگ مادربزرگم خاله‌ام پسرش دایی زن‌دایی پسرهایشان مبتلا امیکرون شده‌اند خانواده‌‌ ابتدای همه‌گیری_کرونا پدر مادر برادرهایم مبتلا شده_بودند پیک می‌شد اغاز نشود	dev	health
بخشاینده موقع برخورداری قدرت ببخشاید امام_حسین	dev	religion
درخشش نقش پیشتاز زن ایرانی خیزشها قیام ابان زنان ایران قیام_ابان اعتراضات_سراسری ابان_ادامه_دارد	dev	social
ساعت زلزله بزرگی ریشتر عمقکیلومتری سطح زمین منطقه سیرچ کرمان وقوع پیوست زلزله	dev	ecology
کمربندها هیات بلندبالا وین رسیدید پای میز مذاکرات_وین بنشینید خیال‌تان قهرمان حرف صنعت هسته‌ای خوبه هسته‌ای رودخانه‌ها پراب نمیشه الودگی_هوا برطرف نخواهد_شد اصفهان زاینده_رود خوزستان	dev	ecology
خرید بلیط اخری ارزان هواپیما قطار خرید موبایل پشتیبانی تلفن تماس ارزان بلیط هواپیما چارتر قطار مشهد کیش بندرعباس اهواز شیراز اصفهان تبریز کرمانشاه نجف استانبول تفلیس	dev	transport
بت نسازیم بت گوگل یوتیوب	dev	tech
خطرات امیکرون خطر مبتلا امیکرون ؟؟؟ خطرات حرف میزنند خطرات حرفی زده نمیشه ؟؟؟!!! کرونا نمود	dev	health
رییس مرکز مدیریت بیماری واگیر واکسن‌های موجود واکسن‌ها هدف اصلی سلامت واکسن‌های پاستور اسپایکوژن مجوز تزریق دز دریافت بقی واکسن‌ها هفته دریافت خواهند_کرد واکسیناسیون	dev	health
نظر رسه مقاومت واحدی شکسته نظر وضعیت بازار ضررهای جبران بشه بورس	dev	economics
نگاهم دیپلماسی اقتصادی ظرفیت نقش سفیر تجارت دوجانبه لزوم تحول رفتار اداری پرهیز سرزنش سندبازی اهمیت تجاری خصوصی همسایگان امریکای_لاتین برزیل مطالب مرتبط تلاش ارزنده اقای نوری پور اینجابخوانید	dev	economics
پاتوسی بازیی نشد قانون سود تیم خاص اجرا میشود فدراسیون_ابی	dev	sport
همنفسی شرح عرضه دل می‌کشد روزگار هجرانش حافظ	dev	art
اختلاف کباب جوجه تهرانه محمد قوی قوی کباب_سرای_محمد کباب جوجه غذا	dev	lifestyle
فقر بیکاری زباله‌گردی زنان خامنه‌ای رییسی قالیباف اژه‌ای ایران	dev	social
قهوه وزن انسان تاثیر می‌گذارد کاهش_وزن مزایای_قهوه قهوه	dev	lifestyle
شیری دروازه لکه حمایت خوبه دیکه شورشو اورده پرسپولیس	dev	sport
تهران الوده پایتخت خاورمیانه سلام جناب زاکانی سلام جناب سلاجقه الودگی_هوا	dev	ecology
حافظ ار خصم خطا نگیریم ور بحق جدل سخن حافظ یلدا_مبارک	dev	art
تیموری مدیرعامل سایپا اخبار خودرو بورس سیگنال گزارش خبرنگار اقتصادی تسنیم گمانه‌زنی‌های تغییر مدیران عامل خودروساز کشور نهایت وزیر صنعت تصمیم نمایش خبر سیگنال بورس ارزدیجیتال	dev	economics
صعودی جمعه اعتماد نمیکنم شماهم وقت اعتماد	dev	tech
طبیب عشق مسیحا مشفق لیک درد نبیند دوا حافظ	dev	art
یوسف مصر بقا عالم تویی طلبت مرد زن امده درهمند اللهم_عجل_لولیک_الفرج	dev	religion
چالش تعداد سفرهاتون اسنپ دعوت کیلومتربااسنپ احتساب ماه در_خانه_میمانم	dev	transport
برنج رنگی برنج سفید ایران کشورهایی مصرف برنج شدت جالب بدانید برنج رنگی محدود برنج_رنگی برنج_طایفه برنج_هاشمی برنج_ایرانی رستوران	dev	lifestyle
زندانی_سیاسی نجات انور حمیدی شرف نابینایی صدای زندانیان تنهاسیمای ازادیست صدای انهاباشد باشرکت همیاری ماانجام میشود جمعهشنبه ویکشنبه ودیماه منتظر کمکهای	dev	social
بازار سودیست درویش خرسند خدایا منعمم گردان درویشی خرسندی حافظ	dev	art
بنما جان دل برگیر حافظ	dev	art
روزی سید جلال فوتبال پرسپولیس خداحافظی تموم میشیم جدی میگم	dev	sport
سفارت امریکا چهارشنبه انتشار هشدار امنیتی دولت ایالات_متحده نمی‌تواند امنیت مسیر فرودگاه بین‌المللی حمید کرزی تضمین ادامه وضعیت امنیتی کابل فرودگاه سرعت تغییر افغانستان طالبان	dev	transport
وضعیت اینترنت هرروز بدتر غیرقابل تحمله اینترنت میاد اینترنت فیلترنت	dev	tech
ارسالی جمعه بهمن ایلام هوای ایلام برف مناطق کوه‌پایه‌ایی	dev	ecology
مدتی سوپ تکراری خوردن شام اینهفته شام جذاب استیک لوبیا سبز پخته گل کلم پوره شام غذا	dev	lifestyle
خیزش معلمین دهها شهر کشور توییت خانم مریم_رجوی معلمان خواستار حقوق برحق شده_اند معلم میرد ذلت پذیرد اراک سنندج کرمانشاه	dev	education
می‌گذرد افسرده‌تر می‌شوند خاصیت دل بستن زمانه خوشا صاحب دل می‌بندند اللهم_عجل_لولیک_الفرج السلام_علیک_یا_صاحب_الزمان	dev	religion
گاها اثر فیلم تقویت باورهای اصیل ملت تبیین هرانچه تک تک هزینه داده_اند دهها تریبون حاکمیتی عقیدتی ارزانتر بادیگارد	dev	art
هواداران فهمیم پرسپولیس برنگشتن پرسپولیس دهه قد کادر فنی انتقاداتی بهشون وارده حمایت هوادار_روزای_سختیم پرسپولیس	dev	sport
حجم معاملات لانگ شورت بیت‌کوین تفکیک صرافی‌ها ساعت	dev	tech
وسط شهر تهران انتن ایرانسل همراه_اول یهو میره عرضه انتن تقویت	dev	tech
فروش دلاری برند ادیداس اتریوم بیت_کوین ارزدیجیتال اکادمی_ارز_دیجیتال	dev	tech
مادر گرامیداشت زن نمایشگاه عکس پرتره زنان سینماگر موزه سینما برپا	dev	social
اسنپ دفعه جوری صفحه‌ش کار ادم متوجه نمیشه قاطی میکنه داداش دقیقه اروم ببینیم کدوم ماشین اسنپ	dev	transport
تیم چهارم اسیا تیم ایران تیم سید مسابقات لیگ قهرمانان اسیا اسیا حذف پاسخگو پنجاه هوادار پرسپولیس پرسپولیس لیگ_قهرمانان_اسیا	dev	sport
شرکت تحقیقاتی بینی بیت کوین سال دلار اتریوم دلار خواهد_رسید	dev	tech
زلزله هرمزگان بزرگی محل وقوع استان هرمزگان حوالی قلعه قاضی تاریخ وقوع وقت محلی طول جغرافیایی عرض جغرافیایی عمق زمین‌لرزه کیلومتر زلزله	dev	ecology
عاشقان پیراهن سوزد حرارت سعدی	dev	art
قیمت بلیت_هواپیما نرخهای برگشت نایب رییس انجمن شرکتهای هواپیمایی اخرین نرخنامه مربوط خرداد بوده_است تصمیم انجمن شرکت‌های هواپیمایی سازمان هواپیمایی کشوری قیمت بلیت هواپیما قرار ابتدای ابان افزایش افزایش	dev	transport
تبریک صعود جام جهانی ایران جام_جهانی قطر	dev	sport
رای تصمیم نفع استقلال ساعت رای کمیته استیناف لغو بازی پیکان حکومتی ماییم پرسپولیس استقلال_سپاه	dev	sport
یاصاحب_الزمان_عج خودکار دفترم بخدا خسته جمعه نوشته_ام اقا نیامدی اللهم_عجل_لولیک_الفرج	dev	religion
